,id0,id1,points_0,points_1
0,Georgia,Kentucky,27.0,24.0
0,East Carolina,Tulsa,24.0,45.0
0,Nevada,New Mexico,26.0,35.0
0,Utah State,Wyoming,28.0,52.0
0,Kent State,W. Michigan,21.0,37.0
0,Arizona State,Utah,26.0,49.0
0,Duke,North Carolina,28.0,27.0
0,Boston College,Florida State,7.0,45.0
0,Alabama,Mississippi State,51.0,3.0
0,Clemson,Pittsburgh,42.0,43.0
0,Iowa,Michigan,14.0,13.0
0,Southern Cal,Washington,26.0,13.0
0,Ball State,E. Michigan,41.0,48.0
0,Akron,Bowling Green,28.0,38.0
0,Georgia Southern,La.-Lafayette,26.0,33.0
0,Maryland,Ohio State,3.0,62.0
0,Louisville,Wake Forest,44.0,12.0
0,Illinois,Wisconsin,3.0,48.0
0,Mississippi,Texas A&M,29.0,28.0
0,Auburn,Georgia,7.0,13.0
0,Indiana,Penn State,31.0,45.0
0,Baylor,Oklahoma,24.0,45.0
0,Arizona,Colorado,24.0,49.0
0,Oklahoma State,Texas Tech,45.0,52.0
0,Georgia Tech,Virginia Tech,30.0,20.0
0,Texas,West Virginia,20.0,24.0
0,Minnesota,Nebraska,17.0,24.0
0,Boise State,Hawaii,52.0,16.0
0,California,Washington State,21.0,56.0
0,Arkansas,LSU,10.0,38.0
0,Florida,South Carolina,20.0,7.0
0,Kentucky,Tennessee,36.0,49.0
0,Cincinnati,UCF,3.0,24.0
0,East Carolina,SMU,31.0,55.0
0,Navy,Tulsa,42.0,40.0
0,Iowa State,Kansas,31.0,24.0
0,Michigan State,Rutgers,49.0,0.0
0,Northwestern,Purdue,45.0,17.0
0,N.C. State,Syracuse,35.0,20.0
0,Buffalo,"Miami, OH",24.0,35.0
0,Charlotte,Rice,21.0,22.0
0,"Miami, FL",Virginia,34.0,14.0
0,Georgia State,La.-Lafayette,23.0,37.0
0,Arkansas State,New Mexico State,41.0,22.0
0,Missouri,Vanderbilt,26.0,17.0
0,Army,Notre Dame,6.0,44.0
0,UNLV,Wyoming,69.0,66.0
0,La. Tech,UTSA,63.0,35.0
0,North Texas,W. Kentucky,7.0,45.0
0,Old Dominion,Southern Miss,51.0,35.0
0,Appalachian State,Troy,24.0,28.0
0,Houston,Tulane,30.0,18.0
0,Idaho,Texas State,47.0,14.0
0,Oregon,Stanford,27.0,52.0
0,FAU,UTEP,35.0,31.0
0,MTSU,Marshall,17.0,42.0
0,Memphis,South Florida,42.0,49.0
0,Oregon State,UCLA,24.0,38.0
0,Air Force,Colorado State,49.0,46.0
0,New Mexico,Utah State,24.0,21.0
0,Nevada,San Diego State,16.0,46.0
0,Bowling Green,Kent State,42.0,7.0
